Gene,X1726FL.06.01.33_S33_L002_COMB_MONO,X1726FL.06.01.32_S32_L002_COMB_MONO,X1726FL.06.01.31_S31_L002_COMB_MONO,X1726FL.06.01.27_S27_L002_COMB_Filter,X1726FL.06.01.26_S26_L002_COMB_Filter,X1726FL.06.01.25_S25_L002_COMB_Filter,X1726FL.06.01.24_S24_L002_COMB_Filter,X1726FL.06.01.23_S23_L002_COMB_Filter,X1726FL.06.01.22_S22_L002_COMB_Filter,X1726FL.06.01.21_S21_L002_COMB_Filter,X1726FL.06.01.09_S9_L002_COMB_Tissue3,X1726FL.06.01.08_S8_L002_COMB_Tissue3,X1726FL.06.01.07_S7_L002_COMB_Tissue4,X1726FL.06.01.06_S6_L002_COMB_Tissue4,X1726FL.06.01.05_S5_L002_COMB_Tissue4,X1726FL.06.01.04_S4_L002_COMB_Tissue3,X1726FL.06.01.03_S3_L002_COMB_Tissue2,X1726FL.06.01.02_S2_L002_COMB_Tissue2,X1726FL.06.01.01_S1_L002_COMB_Tissue2
CHLRE_17g740350v5,9,5,8,0,0,1,2,0,0,0,15,41,32,71,0,7,0,0,3
CHLRE_17g740390v5,138,93,83,8,7,11,21,35,24,5,139,226,147,188,241,43,0,0,9
CHLRE_17g740430v5,12,56,33,2,0,6,2,4,14,4,63,90,140,159,270,92,3,2,16
CHLRE_17g740470v5,4,26,10,2,0,0,1,1,5,2,9,59,34,0,25,25,2,0,9
CHLRE_17g740510v5,31,85,50,6,5,8,13,0,20,3,156,93,142,139,175,75,13,0,22
CHLRE_17g740550v5,202,228,101,34,33,65,37,94,60,22,337,289,334,526,288,194,12,5,69
CHLRE_17g740600v5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHLRE_17g740650v5,3,0,0,1,0,1,0,0,0,2,0,1,2,0,0,0,0,0,3
CHLRE_17g740700v5,1772,1723,1081,108,83,300,159,324,279,144,1195,1386,598,362,1348,858,153,35,285
CHLRE_17g740750v5,211,694,215,3,1,26,64,30,77,55,561,553,326,247,421,556,13,6,109
CHLRE_17g740800v5,27,12,15,0,0,34,0,4,0,0,0,4,0,0,0,0,23,2,22
CHLRE_17g740850v5,90,209,148,10,11,34,26,17,44,20,278,483,339,265,304,212,32,8,106
CHLRE_17g740900v5,765,830,682,29,56,159,84,160,124,52,850,1147,440,317,946,217,24,8,93
CHLRE_17g740926v5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CHLRE_17g740950v5,3037,2610,2250,294,263,777,536,1610,516,302,4611,5480,5165,5102,8414,2611,269,100,555
CHLRE_17g741000v5,1577,2961,683,175,234,1006,246,579,322,147,4790,6373,5319,4898,10039,1908,413,121,971
CHLRE_17g741050v5,596,721,494,97,58,240,94,279,119,59,959,996,884,586,1435,653,135,31,297
CHLRE_17g741100v5,217,385,324,6,10,78,71,72,54,29,305,771,429,522,973,252,25,8,116
CHLRE_17g741150v5,128,306,90,4,13,17,31,24,50,10,198,297,90,19,105,106,19,1,76
CHLRE_17g741200v5,354,569,336,35,23,135,82,192,80,44,807,1457,687,416,1548,761,21,6,141
CHLRE_17g741250v5,75,149,74,2,2,8,29,15,27,6,169,337,223,106,151,65,1,0,15
CHLRE_17g741272v5,13,31,15,0,0,9,6,0,4,5,42,25,25,0,81,22,2,0,15
CHLRE_17g741293v5,4,15,3,1,0,0,2,0,5,0,8,7,15,0,0,13,5,2,4
CHLRE_17g741300v5,148,283,199,21,15,83,76,73,88,35,416,309,540,420,959,824,48,4,229
CHLRE_17g741350v5,34,56,34,5,7,34,17,47,36,5,271,278,297,147,447,363,30,1,151
CHLRE_17g741400v5,35,59,26,3,2,6,16,15,25,2,171,186,107,32,83,117,2,0,3
CHLRE_17g741450v5,3572,3378,2004,120,163,358,562,1340,713,292,2575,4548,2040,2090,4141,824,169,33,451
CHLRE_17g741500v5,17,80,2,8,10,166,15,48,7,2,25,50,41,0,0,122,30,7,95
CHLRE_17g741550v5,128,186,105,8,17,22,44,39,72,23,253,498,459,478,649,236,28,4,88
CHLRE_17g741601v5,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0
CHLRE_17g741650v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g741700v5,1,19,0,0,0,0,0,2,0,0,0,2,4,0,0,4,0,0,0
CHLRE_17g741750v5,15,104,5,7,6,8,21,34,4,1,65,29,27,77,90,64,6,0,27
CHLRE_17g741800v5,176,287,264,27,34,105,79,93,97,39,629,1176,324,382,465,320,85,9,121
CHLRE_17g741850v5,3643,4127,2829,114,144,516,444,661,504,236,3987,6271,5776,5692,9647,1730,343,74,985
CHLRE_17g741900v5,549,489,329,39,30,72,67,144,92,34,337,912,158,0,349,121,10,2,50
CHLRE_17g741950v5,1377,1669,784,126,106,424,150,343,231,162,1658,2198,1066,893,2336,1018,167,67,539
CHLRE_17g742000v5,395,947,215,6,8,41,65,41,89,44,473,688,285,421,445,331,48,3,152
CHLRE_17g742050v5,117,115,107,11,20,69,29,66,21,4,256,333,181,0,216,142,23,6,44
CHLRE_17g742100v5,5057,5021,4405,162,158,430,567,940,909,346,2863,2880,1824,1701,3390,1810,306,56,709
CHLRE_17g742116v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g742132v5,46,19,476,27,21,509,23,67,17,6,362,352,41,62,200,243,114,25,276
CHLRE_17g742150v5,3,2,13,0,1,11,2,1,0,0,44,31,5,0,0,8,2,0,20
CHLRE_17g742200v5,879,1241,939,43,42,193,138,307,193,50,2363,3358,2156,1456,3532,1363,149,20,503
CHLRE_17g742250v5,1012,454,525,1,5,10,115,76,215,43,220,446,403,359,283,53,5,0,8
CHLRE_17g742300v5,2089,2230,1327,198,188,465,356,1044,378,158,2485,2854,1773,1647,3691,1566,188,53,292
CHLRE_17g742350v5,98,191,105,4,5,31,31,39,36,22,172,297,159,211,263,90,3,1,25
CHLRE_17g742400v5,30,26,17,3,2,6,9,17,14,5,38,76,71,56,624,21,4,0,7
CHLRE_17g742450v5,1041,887,1025,173,216,471,314,1272,190,85,2223,1693,1267,1095,2917,1799,206,35,484
CHLRE_17g742500v5,138,246,150,10,4,20,27,10,36,10,217,477,343,107,467,132,3,0,52
CHLRE_17g742550v5,315,280,256,17,24,46,13,48,26,16,598,857,449,651,774,398,160,38,260
CHLRE_17g742600v5,237,535,325,18,22,63,68,106,76,48,771,1038,580,267,814,617,26,8,132
CHLRE_17g742650v5,134,312,194,3,15,38,48,34,56,16,442,594,417,258,490,216,30,0,79
CHLRE_17g742700v5,233,526,237,8,13,53,50,33,65,38,743,1095,587,692,538,452,10,2,115
CHLRE_17g742750v5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CHLRE_17g742800v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g742866v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g742932v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g742998v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g743064v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g743130v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g743200v5,155,247,27,0,0,2,9,0,16,13,258,209,114,72,186,89,4,0,12
CHLRE_17g743250v5,201,293,106,6,10,49,9,5,12,17,228,187,73,72,99,171,16,0,53
CHLRE_17g743269v5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CHLRE_17g743288v5,4,7,0,0,0,1,0,4,0,0,0,10,6,0,0,0,0,0,0
CHLRE_17g743307v5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g743346v5,1,11,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0
CHLRE_17g743397v5,36,57,24,8,17,43,13,19,15,3,75,63,45,0,0,34,11,2,34
CHLRE_17g743447v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g743497v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g743547v5,2247,2232,2425,128,170,2845,318,717,351,208,3084,2195,2568,2114,4787,3174,960,153,2744
CHLRE_17g743597v5,132,246,169,10,5,43,34,29,20,19,283,424,378,472,490,271,29,7,115
CHLRE_17g743647v5,58,59,319,394,395,1338,89,161,64,50,824,7,11,0,160,958,124,27,851
CHLRE_17g743697v5,1,2,1,0,1,30,0,0,1,0,0,5,9,0,0,25,13,0,26
CHLRE_17g743747v5,168,126,101,1810,1080,13180,166,781,4,14,3319,36,53,58,147,4405,524,100,3749
CHLRE_17g743797v5,69,88,109,257,100,1170,41,67,50,19,472,264,235,69,203,422,54,22,316
CHLRE_17g743847v5,495,755,527,23,28,39,107,175,167,43,673,1431,764,916,1138,266,23,8,62
CHLRE_17g743897v5,3090,2544,2573,134,175,404,300,995,276,169,1662,1783,1216,1584,1864,807,76,7,291
CHLRE_17g743947v5,23,113,55,1,2,1,4,13,9,7,39,88,18,48,65,36,0,0,3
CHLRE_17g743997v5,28,25,17,1,0,2,6,8,1,5,85,68,53,134,64,19,11,0,12
CHLRE_17g744047v5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
CHLRE_17g744097v5,353,97,605,0,0,0,35,8,84,10,16,2,4,0,0,8,0,0,0
CHLRE_17g744147v5,583,1227,782,28,18,127,143,107,232,122,1993,3208,2310,3016,4407,1067,114,23,613
CHLRE_17g744197v5,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,3
CHLRE_17g744247v5,4,12,6,2,0,5,0,7,0,0,0,17,11,0,42,12,0,0,0
CHLRE_17g744297v5,117,306,152,0,0,23,34,20,39,23,145,273,126,148,186,60,6,0,27
CHLRE_17g744347v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g744397v5,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g744447v5,423,683,350,39,34,129,69,136,109,63,2174,2731,1989,1704,3292,1023,85,11,368
CHLRE_17g744497v5,210,297,241,11,18,43,43,52,35,11,319,390,244,212,372,295,40,4,129
CHLRE_17g744547v5,684,787,695,25,24,240,96,183,138,82,682,866,530,512,1273,440,107,21,290
CHLRE_17g744597v5,32,31,46,4,2,4,3,4,10,5,33,47,31,0,0,30,5,4,16
CHLRE_17g744647v5,63,109,85,4,11,16,29,18,58,18,105,184,139,160,127,86,5,1,7
CHLRE_17g744697v5,176,284,144,21,21,131,24,69,18,15,416,384,364,392,553,295,57,3,502
CHLRE_17g744747v5,0,1,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0
CHLRE_17g744797v5,174,218,197,15,18,58,63,94,138,30,490,711,643,521,716,423,62,0,146
CHLRE_17g744847v5,1599,1847,1456,80,70,255,165,290,244,147,1374,1902,815,588,1952,474,84,18,309
CHLRE_17g744897v5,117,293,180,1,2,23,23,33,39,14,203,412,254,23,423,219,20,2,95
CHLRE_17g744947v5,93,155,80,1,2,4,8,8,8,14,141,199,116,0,220,97,2,0,56
CHLRE_17g744997v5,92,290,111,1,2,12,15,19,21,9,151,399,263,10,253,169,12,7,98
CHLRE_17g745047v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g745097v5,832,1027,816,43,45,145,112,184,149,78,929,1245,237,227,666,461,70,21,252
CHLRE_17g745147v5,13,28,22,0,0,1,2,0,6,3,40,77,113,31,112,47,3,0,11
CHLRE_17g745197v5,2,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,9
CHLRE_17g745247v5,81,119,92,4,7,14,21,16,25,9,131,156,118,123,233,88,5,3,46
CHLRE_17g745297v5,201,233,199,4,9,64,18,49,25,5,417,353,173,202,393,226,26,7,65
CHLRE_17g745347v5,124,179,177,8,6,20,48,22,51,20,92,188,313,307,304,123,20,12,54
CHLRE_17g745397v5,29,41,30,2,2,5,1,8,4,4,53,78,54,187,74,51,1,0,9
CHLRE_17g745447v5,646,1315,682,236,266,400,187,540,230,66,1765,2285,1546,1067,2059,1222,165,25,352
CHLRE_17g745497v5,73,62,61,52,88,94,94,259,80,17,412,399,249,70,410,628,16,3,9
CHLRE_17g745547v5,25,40,46,0,2,2,10,7,15,2,66,66,129,0,304,27,5,0,13
CHLRE_17g745597v5,666,1680,460,23,41,344,112,54,166,76,861,1186,518,310,900,616,180,38,652
CHLRE_17g745647v5,60,72,103,4,5,18,18,29,28,7,145,215,65,0,181,30,7,5,31
CHLRE_17g745697v5,776,1432,879,47,70,246,150,157,247,108,2139,3104,1963,1450,2886,1266,137,26,716
CHLRE_17g745747v5,2,6,5,0,0,1,6,5,1,2,8,7,16,64,52,19,0,0,2
CHLRE_17g745797v5,38,52,35,0,2,7,16,37,15,2,45,55,68,87,48,40,2,0,10
CHLRE_17g745847v5,1093,1084,822,35,37,189,166,235,225,119,818,994,836,1392,1505,329,53,5,187
CHLRE_17g745897v5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
CHLRE_17g745947v5,16,42,31,0,2,2,12,23,25,5,20,68,19,0,54,11,0,0,3
CHLRE_17g745997v5,3,17,1,0,0,0,0,2,1,0,0,9,6,0,1,1,0,0,3
CHLRE_17g746047v5,6,16,9,0,0,1,6,3,3,0,2,14,25,0,0,5,0,2,5
CHLRE_17g746097v5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_17g746147v5,18,42,9,0,3,2,4,0,7,5,19,30,31,0,0,12,6,0,3
CHLRE_17g746197v5,53,61,34,2,10,21,9,6,26,3,53,81,96,186,195,58,23,1,46
CHLRE_17g746247v5,18,58,33,5,0,4,0,0,3,3,80,108,58,83,106,21,0,0,14
CHLRE_17g746297v5,18,38,15,0,1,7,1,1,4,5,43,75,39,1,71,22,0,0,12
CHLRE_17g746347v5,9,36,2,0,0,3,5,15,1,1,23,46,28,0,58,30,0,0,1
CHLRE_17g746397v5,29,24,17,1,3,4,5,17,3,3,42,34,41,61,116,29,0,0,1
CHLRE_17g746447v5,13,4,5,0,2,0,3,2,1,3,9,14,13,20,0,16,3,4,0
CHLRE_17g746497v5,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
CHLRE_17g746547v5,373,833,504,26,25,83,67,17,113,48,418,252,840,573,802,537,100,16,555
CHLRE_17g746597v5,3360,4941,2735,88,110,493,238,303,380,186,3216,3349,2026,2087,3002,1667,169,23,669
CHLRE_17g746647v5,298,316,260,24,29,89,91,82,90,39,821,938,853,616,1484,809,53,20,154
CHLRE_17g746697v5,105,290,61,8,3,20,31,21,40,15,76,272,49,74,34,127,4,0,18
CHLRE_17g746747v5,1,1,0,0,0,21,2,0,0,0,0,0,0,0,0,0,1,0,0
CHLRE_17g746797v5,715,1341,893,41,47,153,148,156,194,108,874,1571,970,789,1446,700,71,6,233
CHLRE_17g746847v5,1,4,2,0,1,2,6,5,1,0,44,42,25,3,2,33,6,0,10
CHLRE_17g746897v5,3156,3217,2814,59,65,411,383,387,601,266,950,1426,649,1152,1182,592,75,6,145
CHLRE_17g746947v5,143,171,146,8,6,20,42,40,84,11,243,442,352,435,845,224,24,3,47
CHLRE_17g746997v5,180146,215009,235999,2481,2702,9804,10621,7110,21270,12833,123741,90825,66639,76413,141460,106822,11569,2979,44803
CHLRE_17g747047v5,6,3,10,0,0,1,1,0,1,1,0,1,4,0,0,3,3,0,0
CHLRE_17g747097v5,4,0,2,1,0,2,0,0,1,0,1,1,4,0,0,0,3,0,0
CHLRE_17g747147v5,74,120,56,9,1,10,13,8,6,6,81,91,101,0,0,47,6,0,14
CHLRE_17g747197v5,94,236,104,2,3,19,18,12,17,6,190,281,175,210,215,169,4,0,43
CHLRE_17g747247v5,95,311,60,0,0,2,30,4,29,12,90,102,64,0,105,84,0,1,6
CHLRE_17g747297v5,226,288,201,16,14,32,51,78,47,18,348,550,525,261,782,154,18,2,20
CHLRE_17g747347v5,56,173,60,0,2,7,15,6,16,5,88,222,198,181,566,103,3,4,37
CHLRE_17g747397v5,48,159,53,4,2,3,6,10,6,9,169,286,91,22,226,129,0,0,42
CHLRE_17g747447v5,112,230,121,7,10,24,24,59,33,15,237,311,219,209,467,222,18,0,17
CHLRE_17g747497v5,1,17,8,5,8,28,23,23,18,1,91,152,132,204,356,156,2,5,29
CHLRE_17g747547v5,520,500,406,11,17,69,58,93,83,61,453,437,288,126,746,171,18,4,67
CHLRE_17g747597v5,61,111,55,6,7,8,21,3,19,6,157,247,153,0,158,115,14,0,45
CHLRE_17g747647v5,182,300,150,4,3,28,22,45,32,12,223,468,327,504,665,115,3,2,58
CHLRE_17g747697v5,150,137,146,10,14,32,20,64,25,16,294,320,189,85,89,138,7,5,44
CHLRE_17g747747v5,626,971,586,73,62,293,150,382,153,61,869,1085,770,484,813,882,124,34,296
CHLRE_17g747797v5,533,593,363,6,14,66,56,66,96,41,432,539,519,662,912,208,41,5,67
CHLRE_17g747847v5,420,2153,217,7,38,64,106,266,78,69,951,681,268,419,238,914,150,31,308
CHLRE_17g747897v5,414,604,255,6,16,85,61,52,108,40,892,1010,471,358,1046,495,43,2,195
CHLRE_17g747947v5,13,44,26,0,0,1,5,1,6,1,32,5,16,0,0,3,2,5,4
CHLRE_17g747997v5,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
CHLRE_17g748047v5,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHLRE_18g748097v5,9,1,79,0,0,0,11,0,37,5,0,0,0,0,0,0,0,0,0
CHLRE_18g748147v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_18g748197v5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
CHLRE_18g748247v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_18g748297v5,48,4,332,1,2,9,104,4,228,49,11,0,9,94,77,0,3,0,15
CHLRE_18g748347v5,8,0,223,0,0,0,37,1,84,18,0,0,0,50,78,0,0,0,0
CHLRE_18g748397v5,585,677,409,15,25,98,60,142,111,71,710,1206,864,858,1544,366,122,23,373
CHLRE_18g748447v5,1285,1185,1172,64,69,238,165,299,179,66,1227,1156,776,1051,1442,340,59,6,157
CHLRE_18g748497v5,3,4,1,0,0,0,0,0,2,0,12,18,23,0,26,7,0,0,2
CHLRE_18g748547v5,677,950,442,141,157,456,199,702,160,60,1198,1388,803,625,1309,1240,118,10,243
CHLRE_18g748597v5,56,135,91,5,1,12,26,17,26,7,109,167,178,227,228,106,11,0,19
CHLRE_18g748647v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
CHLRE_18g748697v5,141,185,107,3,9,75,41,25,42,29,254,367,211,215,459,170,12,2,42
CHLRE_18g748747v5,482,511,437,41,29,420,103,192,133,54,1148,468,534,466,1283,1402,126,12,400
CHLRE_18g748797v5,84,197,150,6,4,24,23,26,11,12,140,242,123,29,154,116,5,0,64
CHLRE_18g748847v5,131,241,202,12,7,33,39,27,17,14,224,408,290,358,506,249,23,0,147
CHLRE_18g748897v5,34,79,55,1,0,3,7,6,17,3,113,122,85,55,166,69,4,0,42
CHLRE_18g748947v5,613,829,665,78,112,389,134,223,155,72,836,453,667,1076,1820,745,93,14,409
CHLRE_18g748997v5,698,851,438,19,17,59,59,80,66,16,528,349,277,173,308,396,24,15,90
CHLRE_18g749047v5,267,266,169,17,26,22,65,79,99,50,249,278,157,0,39,164,7,4,46
CHLRE_18g749097v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_18g749147v5,15,54,17,0,1,0,0,5,3,2,1,34,64,26,79,25,0,0,9
CHLRE_18g749197v5,187,205,237,40,37,76,105,144,139,49,516,863,526,494,871,328,67,20,212
CHLRE_18g749247v5,231,479,254,8,8,46,54,52,67,36,490,911,680,622,1339,322,31,8,156
CHLRE_18g749297v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_18g749347v5,49,101,66,1,4,9,12,1,7,6,142,184,164,5,267,106,10,5,51
CHLRE_18g749397v5,297,313,236,19,20,37,24,45,61,32,180,198,143,90,646,109,8,6,31
CHLRE_18g749447v5,2654,4047,2143,58,63,279,327,283,534,301,5709,7424,4217,4360,7182,2435,329,103,1424
CHLRE_18g749497v5,1084,1378,805,17,24,60,183,171,198,82,805,1258,1131,923,2863,323,9,0,128
CHLRE_18g749547v5,15,6,166,0,1,4,44,8,87,21,2,1,3,0,0,0,0,0,0
CHLRE_18g749597v5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_18g749647v5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHLRE_18g749697v5,1042,1175,552,110,101,253,156,386,180,65,1344,1265,768,678,1533,957,94,14,237
CHLRE_18g749747v5,4,132,0,0,0,4,2,16,2,1,36,29,25,62,0,23,0,0,21
CHLRE_18g749797v5,43,123,28,0,1,4,6,0,11,5,65,155,61,21,93,110,1,2,29
CHLRE_18g749847v5,5815,6133,6287,163,164,782,475,746,581,293,6276,6707,4525,4287,9099,3051,193,55,1350
CHLRE_18g749897v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_18g749947v5,310,885,121,6,8,21,35,11,34,16,309,526,190,257,225,377,6,2,68
CHLRE_18g749997v5,29,52,3,0,0,1,8,18,3,1,79,103,26,0,1,22,0,3,0
CHLRE_18g750047v5,17554,65606,2401,0,10,11,864,95,1771,1301,4137,8504,251,334,197,1342,117,27,892
CHLRE_19g750097v5,76,85,52,0,1,3,14,7,14,2,46,105,90,0,178,58,0,1,30
CHLRE_19g750147v5,8,24,34,1,0,6,5,15,15,3,41,38,68,33,120,35,3,0,22
CHLRE_19g750197v5,351,591,263,12,20,76,64,41,117,50,585,726,491,299,561,545,26,8,142
CHLRE_19g750247v5,865,936,464,51,36,1170,166,306,207,60,837,1387,837,791,1432,356,100,27,534
CHLRE_19g750297v5,1,2,3,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0
CHLRE_19g750347v5,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_19g750397v5,255,330,214,8,5,13,78,12,88,39,300,492,420,716,621,72,5,0,17
CHLRE_19g750447v5,199,360,308,49,31,87,32,56,50,24,616,479,625,298,1040,482,77,0,156
CHLRE_19g750497v5,119,282,139,0,3,24,17,12,21,15,236,303,183,184,417,170,10,0,67
CHLRE_19g750547v5,9722,8269,9346,848,1099,2656,1584,3947,1816,842,10259,7478,4617,5538,10418,7145,332,64,1217
CHLRE_19g750597v5,3078,3734,822,69,102,293,246,362,472,237,2489,3582,583,499,1367,1480,74,18,235
CHLRE_19g750647v5,480,556,245,37,62,146,153,195,238,89,923,1452,629,710,1183,434,84,2,208
CHLRE_19g750697v5,50,99,38,1,2,1,5,12,10,4,63,182,97,80,136,32,2,0,1
CHLRE_19g750747v5,88,171,65,4,1,13,10,19,28,9,204,420,181,231,47,81,10,3,22
CHLRE_19g750797v5,119,222,60,48,47,213,38,95,26,18,560,639,379,481,636,527,202,1,359
CHLRE_19g750847v5,445,546,390,13,16,117,54,73,50,43,358,334,316,419,714,224,25,5,100
CHLRE_19g750897v5,1,6,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
CHLRE_19g750947v5,100,153,127,13,6,26,35,38,21,20,305,276,59,83,79,224,17,2,53
CHLRE_19g750997v5,87,59,97,7,1,19,25,24,23,9,65,79,41,33,177,11,6,0,5
CHLRE_19g751047v5,153,177,209,9,10,66,26,59,36,18,146,217,204,508,470,87,54,8,82
CHLRE_19g751097v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_19g751147v5,139,111,130,6,7,13,28,28,45,11,36,127,49,240,363,22,9,0,8
CHLRE_19g751197v5,187,421,204,6,14,31,41,49,83,22,387,617,477,228,678,294,110,60,358
CHLRE_19g751247v5,1109,1066,1002,52,62,113,157,227,155,73,1090,1240,651,330,1403,523,24,7,113
CHLRE_19g751297v5,27,62,35,2,2,5,7,13,7,3,60,197,62,0,116,36,4,3,27
CHLRE_19g751347v5,106,166,62,6,6,30,4,25,10,12,260,358,143,286,272,86,11,4,71
CHLRE_20g751397v5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
CHLRE_20g751447v5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHLRE_20g751497v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_20g751547v5,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0
CHLRE_20g751597v5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_20g751647v5,2,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,2
CHLRE_20g751697v5,97,175,74,5,4,10,21,7,26,14,139,298,167,28,77,134,7,0,24
CHLRE_20g751747v5,4,4,8,1,2,2,0,5,1,1,16,8,3,10,87,8,1,0,0
CHLRE_20g751797v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHLRE_21g751847v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g751897v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g751947v5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g751997v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g752047v5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g752097v5,2844,2909,1521,206,224,539,460,1278,655,297,2986,4224,2686,1638,4054,1939,196,59,292
CHLRE_21g752147v5,28,36,26,7,4,20,3,14,8,4,55,38,13,0,0,25,21,10,13
CHLRE_21g752197v5,16,22,13,1,2,12,6,11,4,3,13,26,16,1,1,11,8,0,9
CHLRE_21g752247v5,2088,2160,1015,105,139,383,297,466,491,215,1763,2688,1240,709,2563,1070,127,30,272
CHLRE_21g752297v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g752347v5,1,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,7,3
CHLRE_21g752397v5,2,2,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0
CHLRE_21g752447v5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CHLRE_21g752497v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g752547v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g752597v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g752647v5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CHLRE_21g752697v5,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
CHLRE_21g752747v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g752797v5,5,11,2,0,0,6,0,0,0,0,0,0,1,0,46,0,5,8,4
CHLRE_21g752847v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_21g752897v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
